0,XPeng unveils new EV platform designed to cut production costs.,"Mon, 17 Apr 2023 02:06:57 GMT",TechCrunch,https://techcrunch.com,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wNC8xNi94cGVuZy11bnZlaWxzLW5ldy1ldi1wbGF0Zm9ybS1kZXNpZ25lZC10by1jdXQtcHJvZHVjdGlvbi1jb3N0cy_SAWVodHRwczovL3RlY2hjcnVuY2guY29tLzIwMjMvMDQvMTYveHBlbmctdW52ZWlscy1uZXctZXYtcGxhdGZvcm0tZGVzaWduZWQtdG8tY3V0LXByb2R1Y3Rpb24tY29zdHMvYW1wLw?oc=5

1,Device-as-a-service startup Fleet expands beyond laptop leasing.,"Mon, 17 Apr 2023 06:30:27 GMT",TechCrunch,https://techcrunch.com,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wNC8xNi9kZXZpY2UtYXMtYS1zZXJ2aWNlLXN0YXJ0dXAtZmxlZXQtZXhwYW5kcy1iZXlvbmQtbGFwdG9wLWxlYXNpbmcv0gFmaHR0cHM6Ly90ZWNoY3J1bmNoLmNvbS8yMDIzLzA0LzE2L2RldmljZS1hcy1hLXNlcnZpY2Utc3RhcnR1cC1mbGVldC1leHBhbmRzLWJleW9uZC1sYXB0b3AtbGVhc2luZy9hbXAv?oc=5

2,Spotify introduces new tech for turning radio broadcasts into podcasts.,"Thu, 13 Apr 2023 14:18:14 GMT",TechCrunch,https://techcrunch.com,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wNC8xMy9zcG90aWZ5LWludHJvZHVjZXMtbmV3LXRlY2gtZm9yLXR1cm5pbmctcmFkaW8tYnJvYWRjYXN0cy1pbnRvLXBvZGNhc3RzL9IBbWh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wNC8xMy9zcG90aWZ5LWludHJvZHVjZXMtbmV3LXRlY2gtZm9yLXR1cm5pbmctcmFkaW8tYnJvYWRjYXN0cy1pbnRvLXBvZGNhc3RzL2FtcC8?oc=5

4,Hackers claim vast access to Western Digital systems.,"Thu, 13 Apr 2023 17:24:30 GMT",TechCrunch,https://techcrunch.com,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wNC8xMy9oYWNrZXJzLWNsYWltLXZhc3QtYWNjZXNzLXRvLXdlc3Rlcm4tZGlnaXRhbC1zeXN0ZW1zL9IBW2h0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wNC8xMy9oYWNrZXJzLWNsYWltLXZhc3QtYWNjZXNzLXRvLXdlc3Rlcm4tZGlnaXRhbC1zeXN0ZW1zL2FtcC8?oc=5

5,"As tech slumps, SoftBank sells VC unit to Singapore-based firm led by Masayoshi Son’s brother.","Thu, 13 Apr 2023 09:59:50 GMT",TechCrunch,https://techcrunch.com,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8wNC8xMy9hcy10ZWNoLXNsdW1wcy1zb2Z0YmFuay1zZWxscy12Yy11bml0LXRvLXNpbmdhcG9yZS1iYXNlZC1maXJtLWxlZC1ieS1tYXNheW9zaGktc29ucy1icm90aGVyL9IBggFodHRwczovL3RlY2hjcnVuY2guY29tLzIwMjMvMDQvMTMvYXMtdGVjaC1zbHVtcHMtc29mdGJhbmstc2VsbHMtdmMtdW5pdC10by1zaW5nYXBvcmUtYmFzZWQtZmlybS1sZWQtYnktbWFzYXlvc2hpLXNvbnMtYnJvdGhlci9hbXAv?oc=5

