0,Elon Musk founds new AI company called X.AI.,"Fri, 14 Apr 2023 22:32:31 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvMTQvMjM2ODQwMDUvZWxvbi1tdXNrLW5ldy1haS1jb21wYW55LXjSAQA?oc=5

1,Sony is gearing up for a new cloud gaming push amid rumors of a PlayStation handheld.,"Tue, 11 Apr 2023 17:40:57 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMzY3Nzk2OC9zb255LWNsb3VkLWdhbWluZy1wbGF5c3RhdGlvbi1ub3ctam9icy1wYXRlbnRz0gEA?oc=5

2,Counter-Strike 2 is getting Nvidia's latency-reducing Reflex tech.,"Thu, 06 Apr 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvNi8yMzY3MjQwOC9jb3VudGVyLXN0cmlrZS0yLW52aWRpYS1yZWZsZXgtZmVhdHVyZdIBAA?oc=5

3,Google is rolling out WebGPU tech for next-gen gaming in your browser.,"Thu, 06 Apr 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvNi8yMzY3MzQ2Mi9nb29nbGUtd2ViZ3B1LWNocm9tZS0xMTMtYXBpLW1hY2hpbmUtbGVhcm5pbmfSAQA?oc=5

4,Panera Bread introduces Amazon’s palm-scanning payment tech.,"Wed, 22 Mar 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzMvMjIvMjM2NTE4NDMvYW1hem9uLW9uZS1wYW5lcmEtYnJlYWQtcGFsbS1zY2FubmluZy1iaW9tZXRyaWNzLXBheW1lbnQtbG95YWx0edIBAA?oc=5

5,A data scientist cloned his best friends' group chat using AI.,"Thu, 13 Apr 2023 15:47:43 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvMTMvMjM2NzEwNTkvYWktY2hhdGJvdC1jbG9uZS1ncm91cC1jaGF00gEA?oc=5

6,AI is entering an era of corporate control.,"Mon, 03 Apr 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMzY2Nzc1Mi9haS1wcm9ncmVzcy0yMDIzLXJlcG9ydC1zdGFuZm9yZC1jb3Jwb3JhdGUtY29udHJvbNIBAA?oc=5

7,Pete Buttigieg still believes in smart cities.,"Wed, 22 Mar 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzMvMjIvMjM2NTA0NjMvcGV0ZS1idXR0aWdpZWctaW50ZXJ2aWV3LXVzZG90LXNtYXJ0LWNpdHktZ3JhbnQtdGVjaNIBAA?oc=5

8,OpenAI’s CEO confirms the company isn’t training GPT-5 and "won’t for some time".,"Fri, 14 Apr 2023 12:28:55 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvMTQvMjM2ODMwODQvb3BlbmFpLWdwdC01LXJ1bW9ycy10cmFpbmluZy1zYW0tYWx0bWFu0gEA?oc=5

9,ChatGPT started a new kind of AI race — and made text boxes cool again.,"Sun, 26 Mar 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzMvMjYvMjM2NTU0NTYvY2hhdGdwdC1iYXJkLWJpbmctYWktcmFjZS10ZXh0LWJveGVz0gEA?oc=5

10,Why this new plant is capturing carbon dioxide just to let it back out again.,"Thu, 06 Apr 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvNi8yMzY2OTU4Mi9hbWVyaWNhbi1jbGltYXRlLXRlY2gtY29tcGFueS1jb2xvcmFkby1nbG9iYWwtdGhlcm1vc3RhdC1kaXJlY3QtYWlyLWNhcHR1cmXSAQA?oc=5

11,This is the best time in a decade to splurge on a premium OLED TV.,"Thu, 13 Apr 2023 13:30:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMzY3NDExMy9sZy1zYW1zdW5nLXFkLW9sZWQtd29sZWQtZzMtczk1Yy1icmlnaHRuZXNzLWZlYXR1cmVz0gEA?oc=5

12,The NYPD is bringing back its robot dog.,"Tue, 11 Apr 2023 22:18:34 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvMTEvMjM2NzkyOTcvbnlwZC1yb2JvdC1kb2ctc3BvdC1zdXJ2ZWlsbGFuY2UtYm9zdG9uLWR5bmFtaWNz0gEA?oc=5

13,How hackers took over Linus Tech Tips.,"Fri, 24 Mar 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzMvMjQvMjM2NTQ5OTYvbGludXMtdGVjaC10aXBzLWNoYW5uZWwtaGFjay1zZXNzaW9uLXRva2VuLWVsb24tbXVzay1jcnlwdG8tc2NhbdIBAA?oc=5

14,Apple has reportedly started a small number of corporate layoffs.,"Mon, 03 Apr 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvMy8yMzY2ODg4OS9hcHBsZS1jb3Jwb3JhdGUtbGF5b2Zmcy1yZXRhaWwtYmlnLXRlY2gtY3V0c9IBAA?oc=5

15,A better ChatGPT app: Poe wants to build the universal AI messaging client.,"Mon, 10 Apr 2023 13:30:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMzY3NDY1Ni9wb2UtYWktY2hhdGJvdC1tZXNzYWdpbmctYXBw0gEA?oc=5

16,Amazon's company culture may be hurting its streaming business.,"Thu, 06 Apr 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvNi8yMzY2ODg1MC9hbWF6b24tcHJpbWUtdmlkZW8tc3RyZWFtaW5nLWNvbXBhbnktY3VsdHVyZdIBAA?oc=5

17,Apple commits to using more recycled cobalt in its devices.,"Fri, 14 Apr 2023 16:51:15 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvMTQvMjM2ODI4MjAvYXBwbGUtcmVjeWNsZWQtbWV0YWxzLWNvYmFsdC1iYXR0ZXJpZXPSAQA?oc=5

18,Parler goes offline after being sold to a new owner.,"Fri, 14 Apr 2023 14:36:22 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvMTQvMjM2ODMyMDcvcGFybGVyLXNodXR0aW5nLWRvd24tcmVsYXVuY2gtYXF1aXNpdGlvbi1hbm5vdW5jZW1lbnQtY29uc2VydmF0aXZlLXNvY2lhbC1tZWRpYdIBAA?oc=5

20,Levi’s will test AI-generated clothing models to ‘increase diversity’.,"Mon, 27 Mar 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzMvMjcvMjM2NTgzODUvbGV2aXMtYWktZ2VuZXJhdGVkLWNsb3RoaW5nLW1vZGVsLWRpdmVyc2l0eS1kZW5pbdIBAA?oc=5

21,Microsoft inks another deal to capture and store its carbon emissions underground.,"Wed, 22 Mar 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzMvMjIvMjM2NTE1ODcvbWljcm9zb2Z0LWNsaW1hdGUtdGVjaC1zdGFydHVwLWNhcmJvbmNhcHR1cmUtd3lvbWluZ9IBAA?oc=5

22,iPhone 15 Pro could end up having physical rather than solid-state buttons after all.,"Wed, 12 Apr 2023 07:59:54 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvMTIvMjM2Nzk5NTQvaXBob25lLTE1LXByby1waHlzaWNhbC1idXR0b25zLW5vdC1jYXBhY2l0aXZl0gEA?oc=5

23,Can AI generate a way to pay for itself?.,"Thu, 23 Mar 2023 07:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzMvMjMvMjM2NTE5NzYvYWktbW9uZXktaW52ZXN0bWVudC12Yy1oeXBl0gEA?oc=5

25,LinkedIn gets a free verified badge that lets you prove where you work.,"Wed, 12 Apr 2023 15:19:10 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvMTIvMjM2Nzk5OTgvbGlua2VkaW4tdmVyaWZpY2F0aW9uLWJhZGdlLXN5c3RlbS1jbGVhci1taWNyb3NvZnQtZW50cmHSAQA?oc=5

26,"Nvidia announces $599 RTX 4070, available April 13th.","Wed, 12 Apr 2023 13:00:00 GMT",The Verge,https://www.theverge.com,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzQvMTIvMjM2Nzk5NjcvbnZpZGlhLWdlZm9yY2UtcnR4LTQwNzAtc3BlY3MtcmVsZWFzZS1kYXRl0gEA?oc=5

